127.0.0.1 - - [13/Mar/2023:17:08:23 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:30 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:30 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:30 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:30 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:30 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:30 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:30 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:30 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:30 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:31 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:34 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:34 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:34 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678721914843 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:34 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:34 +0530] "POST /addressbook/?v-1678721914844 HTTP/1.1" 200 8725
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:34 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:35 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:35 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:35 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 2847
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678721930456 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/themes/valo/styles.css?v=8.0.0.alpha2 HTTP/1.1" 200 31378
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "POST /addressbook/?v-1678721930457 HTTP/1.1" 200 8676
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/254B4FEDB43D00FE432E78151B19FD4D.cache.js HTTP/1.1" 200 417820
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 200 31005
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 200 22660
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 200 22248
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1852
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 2151
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:50 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:08:55 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 156
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:34 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:34 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:34 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:34 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:34 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:34 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:34 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:35 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 158
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:35 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:39 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 2165
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:39 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:39 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:52 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:52 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:10:53 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:35 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:52 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:52 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:52 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678722232817 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:52 +0530] "GET /addressbook/VAADIN/themes/valo/styles.css?v=8.0.0.alpha2 HTTP/1.1" 200 31378
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:52 +0530] "POST /addressbook/?v-1678722232819 HTTP/1.1" 200 8676
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:52 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:52 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/254B4FEDB43D00FE432E78151B19FD4D.cache.js HTTP/1.1" 200 417820
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:52 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 200 31005
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:53 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 200 22660
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:53 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 200 22248
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:53 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1852
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:53 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 2151
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:53 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:53 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:53 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:53 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:13:53 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:14:20 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:18:35 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:18:36 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 327
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:28 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:28 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:28 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678722568792 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:28 +0530] "GET /addressbook/VAADIN/themes/valo/styles.css?v=8.0.0.alpha2 HTTP/1.1" 200 31378
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:28 +0530] "POST /addressbook/?v-1678722568793 HTTP/1.1" 200 8676
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:28 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/254B4FEDB43D00FE432E78151B19FD4D.cache.js HTTP/1.1" 200 417820
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:28 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:28 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 200 31005
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:29 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 200 22248
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:29 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 200 22660
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1851
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 2151
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:29 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:29 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:29 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:19:53 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:20:05 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 156
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:20:16 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 156
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678722752322 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/themes/valo/styles.css?v=8.0.0.alpha2 HTTP/1.1" 200 31378
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "POST /addressbook/?v-1678722752323 HTTP/1.1" 200 8676
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/254B4FEDB43D00FE432E78151B19FD4D.cache.js HTTP/1.1" 200 417820
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 200 31005
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 200 22248
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 200 22660
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1852
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 2151
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:32 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:33 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:33 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:22:33 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:23:35 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:24:02 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:24:08 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:18 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:18 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:18 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678722918874 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:18 +0530] "GET /addressbook/VAADIN/themes/valo/styles.css?v=8.0.0.alpha2 HTTP/1.1" 200 31378
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:18 +0530] "POST /addressbook/?v-1678722918875 HTTP/1.1" 200 8676
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:18 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/254B4FEDB43D00FE432E78151B19FD4D.cache.js HTTP/1.1" 200 417820
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:18 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:18 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 200 31005
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 200 22248
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 200 22660
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1852
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 2151
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:25:19 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:28:35 +0530] "POST /addressbook/HEARTBEAT/?v-uiId=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:06 +0530] "POST /addressbook/UIDL/?v-uiId=1 HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/ HTTP/1.1" 200 2133
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/vaadinBootstrap.js?v=8.0.0.alpha2 HTTP/1.1" 200 3662
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/com.vaadin.v7.Vaadin7WidgetSet.nocache.js?1678723181090 HTTP/1.1" 200 3265
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/themes/valo/styles.css?v=8.0.0.alpha2 HTTP/1.1" 200 31378
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "POST /addressbook/?v-1678723181091 HTTP/1.1" 200 8676
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/themes/valo/shared/img/spinner.gif HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/widgetsets/com.vaadin.v7.Vaadin7WidgetSet/254B4FEDB43D00FE432E78151B19FD4D.cache.js HTTP/1.1" 200 417820
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/themes/valo/favicon.ico HTTP/1.1" 200 31005
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Light-webfont.woff HTTP/1.1" 200 22248
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Regular-webfont.woff HTTP/1.1" 200 22660
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 1852
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 2151
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/themes/base/fonts/themeicons-webfont.woff HTTP/1.1" 200 7868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:41 +0530] "GET /addressbook/VAADIN/themes/valo/fonts/open-sans/OpenSans-Semibold-webfont.woff HTTP/1.1" 200 22908
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:51 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 243
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:29:56 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 238
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:30:01 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:30:06 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [13/Mar/2023:21:30:36 +0530] "POST /addressbook/UIDL/?v-uiId=0 HTTP/1.1" 200 323
